"","REF_DATE","GEO","Sex","Work.absence.statistics","VALUE"
"34440",2013,"Prince Edward Island","Males","Inactivity rate",NA
"34443",2013,"Prince Edward Island","Males","Days",NA
"34446",2013,"Prince Edward Island","Females","Incidence rate",3.3
"34449",2013,"Prince Edward Island","Females","Inactivity rate",1.1
"34452",2013,"Prince Edward Island","Females","Days",2.8
"34464",2013,"Nova Scotia","Males","Incidence rate",2.2
"34467",2013,"Nova Scotia","Males","Inactivity rate",0.7
"34470",2013,"Nova Scotia","Males","Days",1.6
"34473",2013,"Nova Scotia","Females","Incidence rate",3
"34476",2013,"Nova Scotia","Females","Inactivity rate",1
"34479",2013,"Nova Scotia","Females","Days",2.5
"34491",2013,"New Brunswick","Males","Incidence rate",1.9
"34494",2013,"New Brunswick","Males","Inactivity rate",0.5
"34497",2013,"New Brunswick","Males","Days",1.2
"34500",2013,"New Brunswick","Females","Incidence rate",2.7
"34503",2013,"New Brunswick","Females","Inactivity rate",0.9
"34506",2013,"New Brunswick","Females","Days",2.3
"34518",2013,"Quebec","Males","Incidence rate",1.9
"34521",2013,"Quebec","Males","Inactivity rate",0.4
"34524",2013,"Quebec","Males","Days",1.1
"34527",2013,"Quebec","Females","Incidence rate",3
"34530",2013,"Quebec","Females","Inactivity rate",0.7
"34533",2013,"Quebec","Females","Days",1.7
"34545",2013,"Ontario","Males","Incidence rate",1.9
"34548",2013,"Ontario","Males","Inactivity rate",0.5
"34551",2013,"Ontario","Males","Days",1.3
"34554",2013,"Ontario","Females","Incidence rate",2.7
"34557",2013,"Ontario","Females","Inactivity rate",0.8
"34560",2013,"Ontario","Females","Days",2
"34572",2013,"Prairie region","Males","Incidence rate",2
"34575",2013,"Prairie region","Males","Inactivity rate",0.6
"34578",2013,"Prairie region","Males","Days",1.6
"34581",2013,"Prairie region","Females","Incidence rate",2.9
"34584",2013,"Prairie region","Females","Inactivity rate",0.9
"34587",2013,"Prairie region","Females","Days",2.2
"34599",2013,"Manitoba","Males","Incidence rate",2.4
"34602",2013,"Manitoba","Males","Inactivity rate",0.7
"34605",2013,"Manitoba","Males","Days",1.8
"34608",2013,"Manitoba","Females","Incidence rate",3.1
"34611",2013,"Manitoba","Females","Inactivity rate",0.9
"34614",2013,"Manitoba","Females","Days",2.3
"34626",2013,"Saskatchewan","Males","Incidence rate",2.3
"34629",2013,"Saskatchewan","Males","Inactivity rate",0.6
"34632",2013,"Saskatchewan","Males","Days",1.5
"34635",2013,"Saskatchewan","Females","Incidence rate",3.5
"34638",2013,"Saskatchewan","Females","Inactivity rate",1.1
"34641",2013,"Saskatchewan","Females","Days",2.8
"34653",2013,"Alberta","Males","Incidence rate",1.8
"34656",2013,"Alberta","Males","Inactivity rate",0.6
"34659",2013,"Alberta","Males","Days",1.6
"34662",2013,"Alberta","Females","Incidence rate",2.6
"34665",2013,"Alberta","Females","Inactivity rate",0.8
"34668",2013,"Alberta","Females","Days",2
"34680",2013,"British Columbia","Males","Incidence rate",1.6
"34683",2013,"British Columbia","Males","Inactivity rate",0.5
"34686",2013,"British Columbia","Males","Days",1.4
"34689",2013,"British Columbia","Females","Incidence rate",2.2
"34692",2013,"British Columbia","Females","Inactivity rate",0.8
"34695",2013,"British Columbia","Females","Days",1.9
"34707",2013,"Total census metropolitan areas","Males","Incidence rate",1.9
"34710",2013,"Total census metropolitan areas","Males","Inactivity rate",0.5
"34713",2013,"Total census metropolitan areas","Males","Days",1.3
"34716",2013,"Total census metropolitan areas","Females","Incidence rate",2.7
"34719",2013,"Total census metropolitan areas","Females","Inactivity rate",0.8
"34722",2013,"Total census metropolitan areas","Females","Days",1.9
"34734",2013,"St. John's, Newfoundland and Labrador","Males","Incidence rate",1.4
"34737",2013,"St. John's, Newfoundland and Labrador","Males","Inactivity rate",0.4
"34740",2013,"St. John's, Newfoundland and Labrador","Males","Days",1.1
"34743",2013,"St. John's, Newfoundland and Labrador","Females","Incidence rate",2.7
"34746",2013,"St. John's, Newfoundland and Labrador","Females","Inactivity rate",0.9
"34749",2013,"St. John's, Newfoundland and Labrador","Females","Days",2.1
"34761",2013,"Halifax, Nova Scotia","Males","Incidence rate",2.2
"34764",2013,"Halifax, Nova Scotia","Males","Inactivity rate",0.7
"34767",2013,"Halifax, Nova Scotia","Males","Days",1.6
"34770",2013,"Halifax, Nova Scotia","Females","Incidence rate",3
"34773",2013,"Halifax, Nova Scotia","Females","Inactivity rate",1
"34776",2013,"Halifax, Nova Scotia","Females","Days",2.6
"34788",2013,"Moncton, New Brunswick","Males","Incidence rate",1.7
"34791",2013,"Moncton, New Brunswick","Males","Inactivity rate",0.4
"34794",2013,"Moncton, New Brunswick","Males","Days",1
"34797",2013,"Moncton, New Brunswick","Females","Incidence rate",3
"34800",2013,"Moncton, New Brunswick","Females","Inactivity rate",0.9
"34803",2013,"Moncton, New Brunswick","Females","Days",2.2
"34815",2013,"Saint John, New Brunswick","Males","Incidence rate",NA
"34818",2013,"Saint John, New Brunswick","Males","Inactivity rate",NA
"34821",2013,"Saint John, New Brunswick","Males","Days",NA
"34824",2013,"Saint John, New Brunswick","Females","Incidence rate",2.5
"34827",2013,"Saint John, New Brunswick","Females","Inactivity rate",0.7
"34830",2013,"Saint John, New Brunswick","Females","Days",1.8
"34842",2013,"Saguenay, Quebec","Males","Incidence rate",1.6
"34845",2013,"Saguenay, Quebec","Males","Inactivity rate",0.4
"34848",2013,"Saguenay, Quebec","Males","Days",1.1
"34851",2013,"Saguenay, Quebec","Females","Incidence rate",3.3
"34854",2013,"Saguenay, Quebec","Females","Inactivity rate",0.7
"34857",2013,"Saguenay, Quebec","Females","Days",1.8
"34869",2013,"Québec, Quebec","Males","Incidence rate",2
"34872",2013,"Québec, Quebec","Males","Inactivity rate",0.5
"34875",2013,"Québec, Quebec","Males","Days",1.3
"34878",2013,"Québec, Quebec","Females","Incidence rate",2.4
"34881",2013,"Québec, Quebec","Females","Inactivity rate",0.5
"34884",2013,"Québec, Quebec","Females","Days",1.3
"34896",2013,"Sherbrooke, Quebec","Males","Incidence rate",1.9
"34899",2013,"Sherbrooke, Quebec","Males","Inactivity rate",0.4
"34902",2013,"Sherbrooke, Quebec","Males","Days",0.9
"34905",2013,"Sherbrooke, Quebec","Females","Incidence rate",2.6
"34908",2013,"Sherbrooke, Quebec","Females","Inactivity rate",0.6
"34911",2013,"Sherbrooke, Quebec","Females","Days",1.6
"34923",2013,"Trois-Rivières, Quebec","Males","Incidence rate",NA
"34926",2013,"Trois-Rivières, Quebec","Males","Inactivity rate",NA
"34929",2013,"Trois-Rivières, Quebec","Males","Days",NA
"34932",2013,"Trois-Rivières, Quebec","Females","Incidence rate",NA
"34935",2013,"Trois-Rivières, Quebec","Females","Inactivity rate",NA
"34938",2013,"Trois-Rivières, Quebec","Females","Days",NA
"34950",2013,"Montréal, Quebec","Males","Incidence rate",1.9
"34953",2013,"Montréal, Quebec","Males","Inactivity rate",0.4
"34956",2013,"Montréal, Quebec","Males","Days",1.1
"34959",2013,"Montréal, Quebec","Females","Incidence rate",3.1
"34962",2013,"Montréal, Quebec","Females","Inactivity rate",0.7
"34965",2013,"Montréal, Quebec","Females","Days",1.7
"34977",2013,"Ottawa-Gatineau, Ontario/Quebec","Males","Incidence rate",2.3
"34980",2013,"Ottawa-Gatineau, Ontario/Quebec","Males","Inactivity rate",0.6
"34983",2013,"Ottawa-Gatineau, Ontario/Quebec","Males","Days",1.5
"34986",2013,"Ottawa-Gatineau, Ontario/Quebec","Females","Incidence rate",3.9
"34989",2013,"Ottawa-Gatineau, Ontario/Quebec","Females","Inactivity rate",1.1
"34992",2013,"Ottawa-Gatineau, Ontario/Quebec","Females","Days",2.8
"35004",2013,"Ottawa-Gatineau, Ontario part, Ontario/Quebec","Males","Incidence rate",2.2
"35007",2013,"Ottawa-Gatineau, Ontario part, Ontario/Quebec","Males","Inactivity rate",0.6
"35010",2013,"Ottawa-Gatineau, Ontario part, Ontario/Quebec","Males","Days",1.4
"35013",2013,"Ottawa-Gatineau, Ontario part, Ontario/Quebec","Females","Incidence rate",3.7
"35016",2013,"Ottawa-Gatineau, Ontario part, Ontario/Quebec","Females","Inactivity rate",1.1
"35019",2013,"Ottawa-Gatineau, Ontario part, Ontario/Quebec","Females","Days",2.7
"35031",2013,"Ottawa-Gatineau, Quebec part, Ontario/Quebec","Males","Incidence rate",2.7
"35034",2013,"Ottawa-Gatineau, Quebec part, Ontario/Quebec","Males","Inactivity rate",0.7
"35037",2013,"Ottawa-Gatineau, Quebec part, Ontario/Quebec","Males","Days",1.6
"35040",2013,"Ottawa-Gatineau, Quebec part, Ontario/Quebec","Females","Incidence rate",4.4
"35043",2013,"Ottawa-Gatineau, Quebec part, Ontario/Quebec","Females","Inactivity rate",1.2
"35046",2013,"Ottawa-Gatineau, Quebec part, Ontario/Quebec","Females","Days",3.1
"35058",2013,"Kingston, Ontario","Males","Incidence rate",2.2
"35061",2013,"Kingston, Ontario","Males","Inactivity rate",0.7
"35064",2013,"Kingston, Ontario","Males","Days",1.8
"35067",2013,"Kingston, Ontario","Females","Incidence rate",3
"35070",2013,"Kingston, Ontario","Females","Inactivity rate",0.8
"35073",2013,"Kingston, Ontario","Females","Days",2
"35085",2013,"Peterborough, Ontario","Males","Incidence rate",NA
"35088",2013,"Peterborough, Ontario","Males","Inactivity rate",NA
"35091",2013,"Peterborough, Ontario","Males","Days",NA
"35094",2013,"Peterborough, Ontario","Females","Incidence rate",NA
"35097",2013,"Peterborough, Ontario","Females","Inactivity rate",NA
"35100",2013,"Peterborough, Ontario","Females","Days",NA
"35112",2013,"Oshawa, Ontario","Males","Incidence rate",1.9
"35115",2013,"Oshawa, Ontario","Males","Inactivity rate",0.5
"35118",2013,"Oshawa, Ontario","Males","Days",1.3
"35121",2013,"Oshawa, Ontario","Females","Incidence rate",2.3
"35124",2013,"Oshawa, Ontario","Females","Inactivity rate",0.7
"35127",2013,"Oshawa, Ontario","Females","Days",1.8
"35139",2013,"Toronto, Ontario","Males","Incidence rate",1.7
"35142",2013,"Toronto, Ontario","Males","Inactivity rate",0.5
"35145",2013,"Toronto, Ontario","Males","Days",1.2
"35148",2013,"Toronto, Ontario","Females","Incidence rate",2.3
"35151",2013,"Toronto, Ontario","Females","Inactivity rate",0.6
"35154",2013,"Toronto, Ontario","Females","Days",1.6
"35166",2013,"Hamilton, Ontario","Males","Incidence rate",1.7
"35169",2013,"Hamilton, Ontario","Males","Inactivity rate",0.5
"35172",2013,"Hamilton, Ontario","Males","Days",1.2
"35175",2013,"Hamilton, Ontario","Females","Incidence rate",2.5
"35178",2013,"Hamilton, Ontario","Females","Inactivity rate",0.9
"35181",2013,"Hamilton, Ontario","Females","Days",2.2
"35193",2013,"St. Catharines-Niagara, Ontario","Males","Incidence rate",1.8
"35196",2013,"St. Catharines-Niagara, Ontario","Males","Inactivity rate",0.6
"35199",2013,"St. Catharines-Niagara, Ontario","Males","Days",1.6
"35202",2013,"St. Catharines-Niagara, Ontario","Females","Incidence rate",2.5
"35205",2013,"St. Catharines-Niagara, Ontario","Females","Inactivity rate",0.9
"35208",2013,"St. Catharines-Niagara, Ontario","Females","Days",2.2
"35220",2013,"Kitchener-Cambridge-Waterloo, Ontario","Males","Incidence rate",2.3
"35223",2013,"Kitchener-Cambridge-Waterloo, Ontario","Males","Inactivity rate",0.6
"35226",2013,"Kitchener-Cambridge-Waterloo, Ontario","Males","Days",1.4
"35229",2013,"Kitchener-Cambridge-Waterloo, Ontario","Females","Incidence rate",3.3
"35232",2013,"Kitchener-Cambridge-Waterloo, Ontario","Females","Inactivity rate",0.7
"35235",2013,"Kitchener-Cambridge-Waterloo, Ontario","Females","Days",1.9
"35247",2013,"Brantford, Ontario","Males","Incidence rate",2.1
"35250",2013,"Brantford, Ontario","Males","Inactivity rate",0.6
"35253",2013,"Brantford, Ontario","Males","Days",1.5
"35256",2013,"Brantford, Ontario","Females","Incidence rate",3
"35259",2013,"Brantford, Ontario","Females","Inactivity rate",0.7
"35262",2013,"Brantford, Ontario","Females","Days",1.8
"35274",2013,"Guelph, Ontario","Males","Incidence rate",2.3
"35277",2013,"Guelph, Ontario","Males","Inactivity rate",0.5
"35280",2013,"Guelph, Ontario","Males","Days",1.2
"35283",2013,"Guelph, Ontario","Females","Incidence rate",3.6
"35286",2013,"Guelph, Ontario","Females","Inactivity rate",0.8
"35289",2013,"Guelph, Ontario","Females","Days",2
"35301",2013,"London, Ontario","Males","Incidence rate",2.1
"35304",2013,"London, Ontario","Males","Inactivity rate",0.5
"35307",2013,"London, Ontario","Males","Days",1.3
"35310",2013,"London, Ontario","Females","Incidence rate",2.7
"35313",2013,"London, Ontario","Females","Inactivity rate",0.9
"35316",2013,"London, Ontario","Females","Days",2.3
"35328",2013,"Windsor, Ontario","Males","Incidence rate",1.7
"35331",2013,"Windsor, Ontario","Males","Inactivity rate",0.6
"35334",2013,"Windsor, Ontario","Males","Days",1.5
"35337",2013,"Windsor, Ontario","Females","Incidence rate",2
"35340",2013,"Windsor, Ontario","Females","Inactivity rate",0.7
"35343",2013,"Windsor, Ontario","Females","Days",1.8
"35355",2013,"Barrie, Ontario","Males","Incidence rate",2
"35358",2013,"Barrie, Ontario","Males","Inactivity rate",0.8
"35361",2013,"Barrie, Ontario","Males","Days",1.9
"35364",2013,"Barrie, Ontario","Females","Incidence rate",3.3
"35367",2013,"Barrie, Ontario","Females","Inactivity rate",1.4
"35370",2013,"Barrie, Ontario","Females","Days",3.4
"35382",2013,"Greater Sudbury, Ontario","Males","Incidence rate",2.1
"35385",2013,"Greater Sudbury, Ontario","Males","Inactivity rate",0.7
"35388",2013,"Greater Sudbury, Ontario","Males","Days",1.7
"35391",2013,"Greater Sudbury, Ontario","Females","Incidence rate",3.3
"35394",2013,"Greater Sudbury, Ontario","Females","Inactivity rate",1.1
"35397",2013,"Greater Sudbury, Ontario","Females","Days",2.8
"35409",2013,"Thunder Bay, Ontario","Males","Incidence rate",NA
"35412",2013,"Thunder Bay, Ontario","Males","Inactivity rate",NA
"35415",2013,"Thunder Bay, Ontario","Males","Days",NA
"35418",2013,"Thunder Bay, Ontario","Females","Incidence rate",NA
"35421",2013,"Thunder Bay, Ontario","Females","Inactivity rate",NA
"35424",2013,"Thunder Bay, Ontario","Females","Days",NA
"35436",2013,"Winnipeg, Manitoba","Males","Incidence rate",2.3
"35439",2013,"Winnipeg, Manitoba","Males","Inactivity rate",0.7
"35442",2013,"Winnipeg, Manitoba","Males","Days",1.8
"35445",2013,"Winnipeg, Manitoba","Females","Incidence rate",3
"35448",2013,"Winnipeg, Manitoba","Females","Inactivity rate",0.9
"35451",2013,"Winnipeg, Manitoba","Females","Days",2.3
"35463",2013,"Regina, Saskatchewan","Males","Incidence rate",2.3
"35466",2013,"Regina, Saskatchewan","Males","Inactivity rate",0.5
"35469",2013,"Regina, Saskatchewan","Males","Days",1.4
"35472",2013,"Regina, Saskatchewan","Females","Incidence rate",3.3
"35475",2013,"Regina, Saskatchewan","Females","Inactivity rate",0.9
"35478",2013,"Regina, Saskatchewan","Females","Days",2.3
"35490",2013,"Saskatoon, Saskatchewan","Males","Incidence rate",1.9
"35493",2013,"Saskatoon, Saskatchewan","Males","Inactivity rate",0.4
"35496",2013,"Saskatoon, Saskatchewan","Males","Days",1.1
"35499",2013,"Saskatoon, Saskatchewan","Females","Incidence rate",2.9
"35502",2013,"Saskatoon, Saskatchewan","Females","Inactivity rate",0.9
"35505",2013,"Saskatoon, Saskatchewan","Females","Days",2.3
"35517",2013,"Calgary, Alberta","Males","Incidence rate",1.7
"35520",2013,"Calgary, Alberta","Males","Inactivity rate",0.6
"35523",2013,"Calgary, Alberta","Males","Days",1.5
"35526",2013,"Calgary, Alberta","Females","Incidence rate",2.1
"35529",2013,"Calgary, Alberta","Females","Inactivity rate",0.5
"35532",2013,"Calgary, Alberta","Females","Days",1.3
"35544",2013,"Edmonton, Alberta","Males","Incidence rate",1.8
"35547",2013,"Edmonton, Alberta","Males","Inactivity rate",0.6
"35550",2013,"Edmonton, Alberta","Males","Days",1.6
"35553",2013,"Edmonton, Alberta","Females","Incidence rate",3
"35556",2013,"Edmonton, Alberta","Females","Inactivity rate",0.9
"35559",2013,"Edmonton, Alberta","Females","Days",2.2
"35571",2013,"Kelowna, British Columbia","Males","Incidence rate",2
"35574",2013,"Kelowna, British Columbia","Males","Inactivity rate",1
"35577",2013,"Kelowna, British Columbia","Males","Days",2.6
"35580",2013,"Kelowna, British Columbia","Females","Incidence rate",NA
"35583",2013,"Kelowna, British Columbia","Females","Inactivity rate",NA
"35586",2013,"Kelowna, British Columbia","Females","Days",NA
"35598",2013,"Abbotsford-Mission, British Columbia","Males","Incidence rate",1.7
"35601",2013,"Abbotsford-Mission, British Columbia","Males","Inactivity rate",0.7
"35604",2013,"Abbotsford-Mission, British Columbia","Males","Days",1.8
"35607",2013,"Abbotsford-Mission, British Columbia","Females","Incidence rate",2.4
"35610",2013,"Abbotsford-Mission, British Columbia","Females","Inactivity rate",1
"35613",2013,"Abbotsford-Mission, British Columbia","Females","Days",2.5
"35625",2013,"Vancouver, British Columbia","Males","Incidence rate",1.7
"35628",2013,"Vancouver, British Columbia","Males","Inactivity rate",0.5
"35631",2013,"Vancouver, British Columbia","Males","Days",1.3
"35634",2013,"Vancouver, British Columbia","Females","Incidence rate",2.1
"35637",2013,"Vancouver, British Columbia","Females","Inactivity rate",0.7
"35640",2013,"Vancouver, British Columbia","Females","Days",1.7
"35652",2013,"Victoria, British Columbia","Males","Incidence rate",1.6
"35655",2013,"Victoria, British Columbia","Males","Inactivity rate",0.5
"35658",2013,"Victoria, British Columbia","Males","Days",1.4
"35661",2013,"Victoria, British Columbia","Females","Incidence rate",2.6
"35664",2013,"Victoria, British Columbia","Females","Inactivity rate",0.8
"35667",2013,"Victoria, British Columbia","Females","Days",2.1
"35679",2013,"Non-census metropolitan areas","Males","Incidence rate",1.9
"35682",2013,"Non-census metropolitan areas","Males","Inactivity rate",0.5
"35685",2013,"Non-census metropolitan areas","Males","Days",1.3
